Nombre;Nombre Largo;CAEDED;Descripcion
LENA & MOINARI IMPORTS DE NOBREGA DE LEN;LENA & MOLINARI IMPORTS DE FLAVIA FERNANDA DE NOBREGA DE LENA MOLINARI;51339;VTA X MAYOR ART. PARA EL HOGAR NCP
GREENLINE S.R.L.;GREENLINE S.R.L.;51504;VTA X MAYOR EQUIPOS CONSTRUCCIÓN E ING C
SOLUCION AUTOMOTRIZ 84 S.R.L.;SOLUCION AUTOMOTRIZ 84 S.R.L.;50206;REPARACIÓN DE CARROCERÍAS,GUARDABARROS Y
MAYCON ALBERTO AMARU LIMACHI;MAYCON ALBERTO AMARU LIMACHI;0;
ASC S.R.L.;ASC S.R.L.;52313;VTA X MENOR ART.MÉDICOS,ODONTOLÓGICOS Y
R Y R RENTAL S.R.L.;R Y R RENTAL S.R.L.;34100;FABRICN. DE VEHÍCULOS AUTOMOTORES
EMPRESA CAMPOVERDE NAVARRO SRL;EMPRESA CAMPOVERDE NAVARRO SRL;51900;VTA X MAYOR OTROS PROD.
EMPRESA MINERA BEBLANCA SRL;EMPRESA MINERA BEBLANCA SRL;27202;PROD.METALES PRECIOSOS EN FORMAS PRIMARI
DESARROLLOS INMOBILIARIOS EXHORTUS;DESARROLLOS INMOBILIARIOS EXHORTUS DE RODRIGUEZ LOPEZ LUZMILA BEATRIZ;70201;SERV INMOBILIARIOS DE COMPRA, VENTA Y AL
ALIMENTOS JIRAFALES S.R.L.;ALIMENTOS JIRAFALES S.R.L.;55205;SERV,PREPARACIÓN Y VENTA COMIDAS RÁPIDAS
JPG LINEA CUBICA S.R.L.;JPG LINEA CUBICA S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
PHARCOBOLIVIA S.R.L.;PHARCOBOLIVIA S.R.L.;0;
PALMCH S.R.L.;PALMCH S.R.L.;15131;PREPARACIÓN CONSERVAS FRUTAS,HORTALIZAS
GRA ELECTRONICS DE TITO ARCIENEGA EVAN;GRA ELECTRONICS DE TITO ARCIENEGA EVAN;29220;FABRICN.  DE MÁQUINAS HERRAMIENTA
SEAMLESS TECHNOLOGY S.R.L.;SEAMLESS TECHNOLOGY S.R.L.;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
INDEX SRL;INDEX SRL;70201;SERV INMOBILIARIOS DE COMPRA, VENTA Y AL
DISTRIBUIDORA DE ACCESORIOS LINEAS Y PAR;DISTRIBUIDORA DE ACCESORIOS LINEAS Y PARTES DE AUTOMOTORES S.R.L.;50300;VENTA PARTES Y ACCESORIOS VEHÍCULOS AUTO
FUNDACION KALLPA;FUNDACION KALLPA;85323;SERV SOCIALES DE ORIENTACIÓN FAMILIAR
AGROPECUARIA SERVICOL S.R.L.;AGROPECUARIA SERVICOL S.R.L.;0;
SISTEMA DE RADIO TV GENARA PAREDES DE V;SISTEMA DE RADIO Y TV LA LUZ DE PUCARANI DE GENARA PAREDES DE VARGAS;64202;SERVICIO DE TRANSMISION DE RADIO Y TELEV
CONFY IMPORT S.R.L. CONFITERIA DE;CONFY IMPORT S.R.L. CONFITERIA DE IMPORTACIONES;0;
COMEXA S.R.L.;COMEXA S.R.L.;51392;VTA X MAYOR JUGUETES Y ART. DE COTILLÓN
EMPRESA IMPORTADORA NIKKYCARE S.R.L.;EMPRESA IMPORTADORA NIKKYCARE S.R.L.;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
EMALCO S.R.L. EMPRESA IMPORTADORA DE ALI;EMALCO S.R.L. EMPRESA IMPORTADORA DE ALIMENTOS Y CONSERVAS;51228;VTA X MAYOR AZÚCAR, DULCES, CHOCOLATES,
LIDITA BOLIVIA S.R.L.;LIDITA BOLIVIA S.R.L.;51900;VTA X MAYOR OTROS PROD.
IMHIRYUJRA S.R.L.;IMHIRYUJRA S.R.L.;0;
TUNACEÑOS S.R.L.;TUNACEÑOS S.R.L.;1127;PROD.SEMILLAS Y OTRAS FORMAS DE CULTIVOS
GUBELEC;GUBELEC DE GUALBERTO REINAGA VARGAS;52332;VTA X MENOR ART. DE ILUMINACIÓN
FERRETERIA FERNANDITA;FERRETERIA FERNANDITA DE AYALA GARCIA EVELIN ROMANE;52342;VTA X MENOR ART.FERRETERÍA, CALEFACCIÓN
INPROCESS S.R.L.;INPROCESS S.R.L.;74212;SERV DE INGENIERÍA
MARMAPAL BIENES Y SERVICIOS S.R.L.;MARMAPAL BIENES Y SERVICIOS S.R.L.;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
FADESA METAL S.R.L.;FADESA METAL S.R.L.;28999;FABRICN. DE PROD. METÁLICOS NCP
KERKUS CORREDORES DE SEGUROS S.A.;KERKUS CORREDORES DE SEGUROS S.A.;66030;SERV OTROS PLANES SEGUROS EXCEPTO DE VID
CREMIHC ASOCIADOS S.R.L.;CREMIHC ASOCIADOS S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
GRUAS JANKO DE MAMANI JANKO ECTOR;GRUAS JANKO DE MAMANI JANKO ECTOR;45500;ALQ. EQUIPO CONSTRUCCIÓN Y DEMOLICIÓN DO
TERESA MARIA RIVERO PEREZ(RIGAAN IMPORT);TERESA MARIA RIVERO PEREZ(RIGAAN IMPORT EXPORT) DE RIVERO PEREZ TERESA MARIA;51491;VTA X MAYOR PROD. QUÍMICOS
ENIXUS S.R.L.;ENIXUS S.R.L.;51431;VTA X MAYOR MATERIALES DE CONSTRUCCIÓN
EMPRESA CONSTRUCTORA VIVA S.R.L.;EMPRESA CONSTRUCTORA VIVA S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
PROAMBIENTE S.R.L.;PROAMBIENTE S.R.L.;90002;SERV LIMPIEZA VÍAS PÚBLICAS Y DESECHOS
AUTOTECH LTDA;AUTOTECH LTDA;50300;VENTA PARTES Y ACCESORIOS VEHÍCULOS AUTO
FUNDACION PUERTAS ABIERTAS;FUNDACION PUERTAS ABIERTAS;73101;SERV.INVESTIGACIÓN Y DESARROLLO EN CS NA
PATRIMONIO AUTONOMO MICROCREDITO IFD;PATRIMONIO AUTONOMO MICROCREDITO IFD BDP ST 041;67110;SERV DE ADMI. DE MERCADOS FINANCIEROS
ROLIPUBLICIDAD SRL;ROLIPUBLICIDAD SRL;74300;SERV DE PUBLICIDAD
